id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso,rnf_relacionado,justificacion
2358,2025-09-20,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Cuenca,Libertad de Riesgo,Seguridad Clínica,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
2359,2025-09-21,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2360,2025-09-22,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Manta,Cobertura de Contexto,Portabilidad,"Consumo excesivo de ancho de banda móvil, lo que restringe el uso eficiente del sistema en redes celulares de datos (fuera de la intranet del hospital)."
2361,2025-09-23,HCE,Nota de evolucion tarda 15s en guardarse,Medico,Quito,Eficiencia,RNF-01 (Latencia HCE),"El tiempo de guardado supera los 8 segundos tolerables, violando directamente el requerimiento no funcional RNF-01 de rendimiento del sistema para notas clínicas."
2362,2025-09-24,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2363,2025-09-25,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Cuenca,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
2364,2025-09-26,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Tecnico Laboratorio,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
2365,2025-09-27,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Manta,Efectividad,Funcionalidad,Falla funcional que impide completar la tarea de confirmación de cita al paciente por canal de correo electrónico.
2366,2025-09-28,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Quito,Libertad de Riesgo,Seguridad Clínica,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
2367,2025-09-29,Imagenologia,Tiempo de carga de estudios de imagen supera los 16s,Radiologo,Guayaquil,Eficiencia,Eficiencia Operativa,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
2368,2025-09-30,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Cuenca,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2369,2025-10-01,Facturacion,Error de calculo en el copago del seguro medico,Admision,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
2370,2025-10-02,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2371,2025-10-03,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Quito,Libertad de Riesgo,Seguridad Clínica,"Error en el registro de medicamentos regulados, lo que genera riesgos legales, regulatorios y de seguridad en el control de sustancias psicotrópicas."
2372,2025-10-04,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Guayaquil,Efectividad,Funcionalidad,Falla intermitente en las exportaciones o ejecuciones de procesos del sistema que reduce la fiabilidad de las operaciones.
2373,2025-10-05,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Cuenca,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
2374,2025-10-06,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2375,2025-10-07,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Manta,Cobertura de Contexto,Portabilidad,"Consumo excesivo de ancho de banda móvil, lo que restringe el uso eficiente del sistema en redes celulares de datos (fuera de la intranet del hospital)."
2376,2025-10-08,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2377,2025-10-09,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2378,2025-10-10,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Cuenca,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2379,2025-10-11,HCE,Tiempo de carga de la ficha clinica supera los 10s en horas pico,Medico,Ambato,Eficiencia,Eficiencia Operativa,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
2380,2025-10-12,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Manta,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2381,2025-10-13,Facturacion,Error de calculo en el copago del seguro medico,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Errores en el cálculo del copago de seguros o discrepancias de montos facturados, induciendo a pérdidas financieras o reclamaciones legales."
2382,2025-10-14,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2383,2025-10-15,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Cuenca,Efectividad,Funcionalidad,"Interrupción abrupta del sistema que impide que el usuario termine el registro de datos, reduciendo la efectividad operativa."
2384,2025-10-16,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Ambato,Satisfacción,Usabilidad,La falta de mensajes informativos claros y feedback del sistema incrementa la incertidumbre y frustración del operario farmacéutico.
2385,2025-10-17,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2386,2025-10-18,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,Flexibilidad de Dispositivo,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
2387,2025-10-19,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Guayaquil,Libertad de Riesgo,Seguridad Clínica,"La duplicación de códigos de fármacos introduce un riesgo de dispensación errónea en farmacia, comprometiendo la seguridad terapéutica del paciente."
2388,2025-10-20,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Cuenca,Satisfacción,RNF-05 (Disponibilidad de llamada),Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
2389,2025-10-21,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Ambato,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
2390,2025-10-22,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Manta,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2391,2025-10-23,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Violación del requerimiento no funcional RNF-03 de facturación; genera cobros indebidos en las tarjetas del cliente, comprometiendo la confianza y el riesgo financiero."
2392,2025-10-24,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Guayaquil,Libertad de Riesgo,RNF-03 (Errores de Facturación),El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
2393,2025-10-25,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Cuenca,Efectividad,Funcionalidad,Inconsistencia en la actualización de datos que impide la visualización correcta de información operativa reciente.
2394,2025-10-26,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 35 minutos,Gerencia,Ambato,Eficiencia,Eficiencia Operativa,"Demoras severas en la generación de reportes mensuales de inteligencia de negocio, penalizando la eficiencia en el tiempo de procesamiento y toma de decisiones."
2395,2025-10-27,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
2396,2025-10-28,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Quito,Libertad de Riesgo,Seguridad Clínica,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
2397,2025-10-29,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2398,2025-10-30,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Cuenca,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2399,2025-10-31,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Ambato,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2400,2025-11-01,Laboratorio,Retraso de 17s en la disponibilidad de resultados criticos,Tecnico Laboratorio,Manta,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
2401,2025-11-02,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2402,2025-11-03,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2403,2025-11-04,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2404,2025-11-05,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2405,2025-11-06,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2406,2025-11-07,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
